Introduction,Quarters,HouseType,Area,PeopleNumber,WatchNumber,ReleaseTime,TotalPrice,Price,Dist,Lotitude
马家堡西路 东亚三环小区 民水民电带燃气 不限购,东亚三环 , 1室1厅 ,49.44,11.0,1.0, 1个月以前发布,300.0,60680.0,丰台,"116.37785,39.842419"
东亚三环 1室1厅 248万,东亚三环 , 1室1厅 ,60.07,22.0,17.0, 1个月以前发布,248.0,41286.0,丰台,"116.37785,39.842419"
蔚园 2室1厅 350万,蔚园 , 2室1厅 ,60.25,25.0,2.0, 14天以前发布,350.0,58092.0,丰台,"116.26973,39.901123"
地铁九号线科怡路精装修小两居出售,恒富中街3号院 , 2室1厅 ,59.52,76.0,28.0, 22天以前发布,325.0,54604.0,丰台,"116.301124,39.842387"
亿城天筑 3室2厅 745万,亿城天筑 , 3室2厅 ,119.63,23.0,9.0, 1个月以前发布,745.0,62276.0,丰台,"116.319336,39.827336"
宋家庄 南北通透  前后无遮挡,鑫兆雅园南区 , 3室1厅 ,100.21,31.0,6.0, 1个月以前发布,640.0,63866.0,丰台,"116.433758,39.849482"
晓月新苑 西南向大两居 精装 拎包入住,晓月新苑 , 2室1厅 ,87.96,99.0,6.0, 1个月以前发布,390.0,44339.0,丰台,"116.247907,39.839983"
珠江峰景东南三居  直观花园 落地窗阳台,珠江峰景 , 3室1厅 ,119.6,32.0,9.0, 2个月以前发布,750.0,62710.0,丰台,"116.272928,39.885267"
南三环内   西罗园三区  3居可改大客厅2居  ,西罗园三区 , 3室1厅 ,67.2,40.0,9.0, 2个月以前发布,395.0,58780.0,丰台,"116.395279,39.865356"
方南家园一期 5号、10号、亦庄线 装修好 成熟社区,方南家园一期 , 2室1厅 ,77.8,41.0,6.0, 1个月以前发布,430.0,55270.0,丰台,"116.431665,39.856489"
2001年商品房，房本满五年，中高楼层正规两居室,一栋苑 , 2室1厅 ,88.09,56.0,15.0, 4个月以前发布,480.0,54490.0,丰台,"116.430438,39.857042"
政馨园二区 2室2厅 599万,政馨园二区 , 2室2厅 ,119.86,41.0,7.0, 1个月以前发布,599.0,49975.0,丰台,"116.438986,39.853197"
南北通透 交通便利 诚心出售 双地铁角门西,左右坊 , 2室1厅 ,89.55,54.0,10.0, 2个月以前发布,540.0,60302.0,丰台,"116.377942,39.847498"
晶城秀府 2室2厅 820万,晶城秀府 , 2室2厅 ,104.38,10.0,8.0, 1个月以前发布,820.0,78560.0,丰台,"116.447278,39.852879"
东向2居室，采光充足，交通便捷，配套设施齐,慧时欣园 , 2室1厅 ,100.21,15.0,7.0, 2个月以前发布,608.0,60673.0,丰台,"116.419296,39.853261"
慧时欣园 大三居 满五年单独住房  ,慧时欣园 , 3室2厅 ,109.82,45.0,9.0, 3个月以前发布,625.0,56912.0,丰台,"116.419296,39.853261"
方南家园一期 5号、10号、亦庄线 装修好 成熟社区,方南家园一期 , 2室1厅 ,77.8,41.0,6.0, 1个月以前发布,430.0,55270.0,丰台,"116.431665,39.856489"
晓月新苑 西南向大两居 精装 拎包入住,晓月新苑 , 2室1厅 ,87.96,99.0,6.0, 1个月以前发布,390.0,44339.0,丰台,"116.247907,39.839983"
南三环内   西罗园三区  3居可改大客厅2居  ,西罗园三区 , 3室1厅 ,67.2,40.0,9.0, 2个月以前发布,395.0,58780.0,丰台,"116.395279,39.865356"
京铁家园 2室1厅 650万,京铁家园 , 2室1厅 ,131.7,56.0,6.0, 1个月以前发布,650.0,49355.0,丰台,"116.285444,39.9002"
4号线公益西桥 名都家苑北向大开间室内整洁,名都家苑 , 1室0厅 ,55.82,79.0,35.0, 4个月以前发布,368.0,65927.0,丰台,"116.378925,39.84505"
民岳家园 3室2厅 710万,民岳家园 , 3室2厅 ,122.5,16.0,6.0, 1个月以前发布,710.0,57960.0,丰台,"116.276474,39.88631"
为南北通透户型，房子装修好，一直业主自己住,林栖园 , 2室2厅 ,108.56,73.0,9.0, 3个月以前发布,620.0,57112.0,丰台,"116.263311,39.89408"
顺驰蓝调 2室1厅 680万,顺驰蓝调 , 2室1厅 ,83.91,33.0,9.0, 2个月以前发布,680.0,81040.0,丰台,"116.345863,39.877035"
南苑北里一区 3室1厅 480万,南苑北里一区 , 3室1厅 ,99.42,28.0,6.0, 2个月以前发布,480.0,48281.0,丰台,"116.405333,39.816466"
正规三居室   户型好  视野好,南三环东路 , 3室2厅 ,147.1,70.0,9.0, 2个月以前发布,700.0,47587.0,丰台,"116.430884,39.863405"
南二环 开阳里一区 东南向3居室 2002年的房,开阳里一区 , 3室1厅 ,88.77,41.0,8.0, 2个月以前发布,600.0,67591.0,丰台,"116.372839,39.872691"
二环边  金兴苑 南北通透三居室,金兴苑 , 3室1厅 ,128.04,40.0,6.0, 4个月以前发布,830.0,64824.0,丰台,"116.349509,39.872813"
万科紫苑B区 中间位置 南北大三居  前后花园 高视野,万科紫苑 , 3室2厅 ,163.0,40.0,8.0, 1个月以前发布,1200.0,73620.0,丰台,"116.257104,39.873962"
正规一居 户型方正 可改两居 税费少,四方景园四区 , 1室1厅 ,57.54,82.0,7.0, 2个月以前发布,325.0,56483.0,丰台,"116.446891,39.860543"
2001年商品房，房本满五年，中高楼层正规两居室,一栋苑 , 2室1厅 ,88.09,56.0,15.0, 4个月以前发布,480.0,54490.0,丰台,"116.430438,39.857042"
华芳园  2室1厅  550万,华芳园 , 2室1厅 ,91.0,17.0,7.0, 1个月以前发布,550.0,60440.0,丰台,"116.451194,39.854478"
房子精装修  楼层好 视野好 随时签约,首座绿洲 , 2室1厅 ,94.71,11.0,6.0, 1个月以前发布,615.0,64936.0,丰台,"116.388786,39.857338"
总价低两居 板楼南北好户型 满5年业主一套房,西马金润一区 , 2室2厅 ,86.16,62.0,7.0, 1个月以前发布,530.0,61514.0,丰台,"116.389015,39.844965"
怡锦园 满五年 环境不错 人车分流,怡锦园 , 2室1厅 ,109.7,22.0,10.0, 2个月以前发布,610.0,55607.0,丰台,"116.297475,39.839905"
海淀产权 七一小学 东北向大三居 正对小区花园,澐澐国际 , 3室1厅 ,172.11,35.0,8.0, 3个月以前发布,965.0,56069.0,丰台,"116.30368,39.896282"
房子是满五年，南北通透，户型方正,洋桥北里 , 2室1厅 ,54.3,61.0,10.0, 1个月以前发布,335.0,61695.0,丰台,"116.388558,39.868822"
南三环 草桥 南珠苑 西向二居  ,南珠苑 , 2室1厅 ,91.29,15.0,9.0, 2个月以前发布,570.0,62439.0,丰台,"116.366231,39.854079"
和义  南苑久敬佳园新小区，南北通透，中高层采光好,久敬佳园二区 , 2室2厅 ,98.52,39.0,8.0, 3个月以前发布,518.0,52579.0,丰台,"116.414979,39.825902"
莲馨嘉园 3室2厅 885万,莲馨嘉园 , 3室2厅 ,150.34,15.0,9.0, 1个月以前发布,885.0,58867.0,丰台,"116.312187,39.896423"
三星庄园电梯房大两居！东西向！客厅宽敞！,三星庄园 , 2室2厅 ,122.0,20.0,6.0, 1个月以前发布,650.0,53279.0,丰台,"116.390013,39.839669"
地铁5、14号线蒲黄榆，朝南阳光房两居室，电梯楼,蒲安北里 , 2室1厅 ,68.78,29.0,10.0, 1个月以前发布,475.0,69061.0,丰台,"116.427644,39.872632"
慧时欣园二期近地铁停车位充足的三居室,慧时欣园 , 3室2厅 ,144.26,32.0,9.0, 1个月以前发布,780.0,54070.0,丰台,"116.419296,39.853261"
政洋家园南北通透三居室诚心出售,政洋家园 , 3室2厅 ,117.53,95.0,7.0, 3个月以前发布,650.0,55306.0,丰台,"116.391113,39.862613"
晓月苑二里两居 南北通透 好楼层,晓月苑二里 , 2室1厅 ,71.08,51.0,6.0, 3个月以前发布,350.0,49241.0,丰台,"116.246374,39.844724"
晓月苑五里 两居室房源 诚心出售,晓月苑五里 , 2室1厅 ,90.82,27.0,6.0, 3个月以前发布,385.0,42392.0,丰台,"116.246941,39.840236"
星河城东区南北通透三居室满五年,星河城东区 , 3室2厅 ,135.22,153.0,100.0, 4个月以前发布,870.0,64340.0,丰台,"116.376027,39.843729"
鑫兆雅园北区 1室1厅 465万,鑫兆雅园北区 , 1室1厅 ,72.4,28.0,39.0, 3个月以前发布,465.0,64227.0,丰台,"116.433516,39.850451"
优筑 1室1厅 416万,优筑 , 1室1厅 ,67.55,76.0,34.0, 3个月以前发布,416.0,61585.0,丰台,"116.32442,39.858227"
南三环草桥 南北向大三居 业主诚售,冬季星空 , 3室2厅 ,144.86,42.0,10.0, 1个月以前发布,990.0,68342.0,丰台,"116.370166,39.850296"
怡海花园富润园 1室1厅 450万,怡海花园富润园 , 1室1厅 ,69.21,12.0,7.0, 1个月以前发布,450.0,65020.0,丰台,"116.308663,39.839115"
地铁5、14号线蒲黄榆，朝南阳光房两居室，电梯楼,蒲安北里 , 2室1厅 ,68.78,29.0,10.0, 1个月以前发布,475.0,69061.0,丰台,"116.427644,39.872632"
慧时欣园二期近地铁停车位充足的三居室,慧时欣园 , 3室2厅 ,144.26,32.0,9.0, 1个月以前发布,780.0,54070.0,丰台,"116.419296,39.853261"
莲馨嘉园 3室2厅 885万,莲馨嘉园 , 3室2厅 ,150.34,15.0,9.0, 1个月以前发布,885.0,58867.0,丰台,"116.312187,39.896423"
三星庄园电梯房大两居！东西向！客厅宽敞！,三星庄园 , 2室2厅 ,122.0,20.0,6.0, 1个月以前发布,650.0,53279.0,丰台,"116.390013,39.839669"
首科花园 3室1厅 800万,首科花园 , 3室1厅 ,126.63,41.0,10.0, 1个月以前发布,800.0,63177.0,丰台,"116.326721,39.885419"
万年花城二期 2室1厅 760万,万年花城二期 , 2室1厅 ,104.0,11.0,6.0, 1个月以前发布,760.0,73077.0,丰台,"116.324979,39.852231"
西南北通透两居室 业主诚心出售 看房方便,建工北国 , 2室2厅 ,95.71,58.0,10.0, 1个月以前发布,450.0,47018.0,丰台,"116.378298,39.851507"
三星庄园 南北通透大三居 带电梯 适合三代居住,三星庄园 , 3室2厅 ,136.39,25.0,9.0, 2个月以前发布,806.0,59096.0,丰台,"116.390013,39.839669"
张仪村4号院 南北 大平米一居室  卧室带阳台,张仪村4号院 , 1室1厅 ,60.9,23.0,0.0, 25天以前发布,300.0,49262.0,丰台,"116.240426,39.891684"
庄维花园 1室1厅 420万,庄维花园 , 1室1厅 ,80.13,14.0,0.0, 24天以前发布,420.0,52415.0,丰台,"116.296286,39.870107"
晓月苑三里 2室1厅 389万,晓月苑三里 , 2室1厅 ,71.22,13.0,0.0, 20天以前发布,389.0,54620.0,丰台,"116.247416,39.843076"
角门甲120号院 3室1厅 500万,角门甲120号院 , 3室1厅 ,65.26,5.0,0.0, 26天以前发布,500.0,76617.0,丰台,"116.387207,39.854577"
彩虹城一区 1室1厅 330万,彩虹城一区 , 1室1厅 ,47.3,13.0,0.0, 22天以前发布,330.0,69768.0,丰台,"116.423095,39.845641"
满五年商品房 精装修 南向阳光房 适合各种人群 急售,横一条甲18号院 , 2室1厅 ,83.58,41.0,26.0, 29天以前发布,530.0,63413.0,丰台,"116.440459,39.858116"
汇达公寓 2室1厅 550万,汇达公寓 , 2室1厅 ,92.56,1.0,0.0, 26天以前发布,550.0,59421.0,丰台,"116.397152,39.866951"
此房子满五年，南向采光充足，楼层好,枫竹苑二区 , 2室1厅 ,90.16,14.0,0.0, 22天以前发布,640.0,70985.0,丰台,"116.379778,39.840643"
南三环 方庄桥西南角 方安苑 大花园  南向的大两居室,方安苑 , 2室1厅 ,101.0,38.0,57.0, 3个月以前发布,612.0,60595.0,丰台,"116.444313,39.862824"
中海九号公馆 南北三居室 封闭式管理,中海九号公馆 , 3室2厅 ,177.0,25.0,7.0, 24天以前发布,1550.0,87571.0,丰台,"116.302098,39.823538"
南四环银地家园业主靠谱卖随时签约,银地家园 , 1室1厅 ,92.0,44.0,11.0, 9个月以前发布,435.0,47283.0,丰台,"116.339882,39.82826"
南四环向南2公里 和义西里小区 顶层大复式 满五年,和义西里四区 , 5室2厅 ,196.95,99.0,39.0, 6个月以前发布,598.0,30364.0,丰台,"116.404744,39.819538"
望园东里 东南朝向三居室 临近地铁,望园东里 , 3室1厅 ,117.05,39.0,5.0, 3个月以前发布,710.0,60658.0,丰台,"116.295938,39.873528"
东南向大二居，双卫生间，采光通风好,恋日花都 , 2室1厅 ,121.87,23.0,3.0, 1个月以前发布,850.0,69747.0,丰台,"116.356731,39.850714"
万年花城四期 2室2厅 725万,万年花城四期 , 2室2厅 ,97.43,8.0,2.0, 2个月以前发布,725.0,74413.0,丰台,"116.321999,39.852545"
万年花城四期 新装修直接住 免征个税增值税,万年花城四期 , 2室1厅 ,88.0,18.0,3.0, 2个月以前发布,642.0,72955.0,丰台,"116.321999,39.852545"
万年花城三期 2室1厅 600万,万年花城三期 , 2室1厅 ,92.6,28.0,5.0, 1个月以前发布,600.0,64795.0,丰台,"116.329405,39.846371"
南三环宋家庄  政怡家园 两居室,政怡家园 , 2室2厅 ,96.14,18.0,3.0, 2个月以前发布,545.0,56689.0,丰台,"116.437648,39.859639"
市政府大院 格局方正 正对花园 安静无遮挡 卫生间带窗,政怡家园 , 2室1厅 ,92.67,25.0,14.0, 1个月以前发布,540.0,58272.0,丰台,"116.437648,39.859639"
正阳小区 大两居 户型方正  急售！！！,正阳小区 , 2室1厅 ,90.78,68.0,26.0, 3个月以前发布,490.0,53977.0,丰台,"116.2933,39.854895"
庄维多摩市二期 4室2厅 1100万,庄维多摩市二期 , 4室2厅 ,174.0,84.0,23.0, 5个月以前发布,1100.0,63219.0,丰台,"116.295873,39.867642"
天伦锦城南北两居室 中高楼层 楼龄新,天伦锦城 , 2室1厅 ,95.73,88.0,7.0, 3个月以前发布,460.0,48052.0,丰台,"116.340929,39.82227"
天伦锦城 东南北三居 无个税 精装修,天伦锦城 , 3室1厅 ,129.82,7.0,3.0, 2个月以前发布,650.0,50070.0,丰台,"116.340929,39.82227"
太平桥小区 2室1厅 390万,太平桥小区 , 2室1厅 ,59.04,58.0,11.0, 2个月以前发布,390.0,66057.0,丰台,"116.324898,39.891441"
鑫兆雅园北区 1室1厅 392万,鑫兆雅园北区 , 1室1厅 ,55.85,29.0,13.0, 1个月以前发布,392.0,70189.0,丰台,"116.433516,39.850451"
怡海花园富泽园 四居室 满五年 东南向 电梯房,怡海花园富泽园 , 4室2厅 ,199.42,13.0,4.0, 2个月以前发布,1200.0,60175.0,丰台,"116.308505,39.839489"
晓月新苑 房子是南北向，精装修，诚心出售,晓月新苑 , 2室1厅 ,97.08,23.0,3.0, 1个月以前发布,440.0,45324.0,丰台,"116.247907,39.839983"
晓月苑五里全南向客厅带阳台两居室出售,晓月苑五里 , 2室1厅 ,90.82,11.0,5.0, 4个月以前发布,390.0,42943.0,丰台,"116.246941,39.840236"
晓月苑三里 3室2厅 400万,晓月苑三里 , 3室2厅 ,90.94,6.0,1.0, 2个月以前发布,400.0,43986.0,丰台,"116.247416,39.843076"
银地家园南北三居室 集中供暖 有电梯,银地家园 , 3室1厅 ,119.3,36.0,2.0, 3个月以前发布,650.0,54485.0,丰台,"116.339882,39.82826"
鑫兆雅园南区 2室2厅 640万,鑫兆雅园南区 , 2室2厅 ,99.93,9.0,4.0, 1个月以前发布,640.0,64045.0,丰台,"116.433758,39.849482"
通透视野采光好  正规大三居  业主诚心出售,怡海花园恒泰园 , 3室2厅 ,208.01,20.0,5.0, 1个月以前发布,1456.0,69997.0,丰台,"116.30877,39.837203"
银海星月 中间层三居室 商品房 诚心卖,银海星月 , 3室1厅 ,129.0,32.0,7.0, 3个月以前发布,618.0,47907.0,丰台,"116.238792,39.852889"
南四环，宜兰园，南北通透大三居,宜兰园 , 3室2厅 ,111.77,16.0,1.0, 1个月以前发布,570.0,50998.0,丰台,"116.345204,39.833793"
右安门外 玉林东里一区 南北通透三居室 低楼层,玉林东里一区 , 3室1厅 ,53.32,251.0,23.0, 3个月以前发布,340.0,63766.0,丰台,"116.368804,39.873549"
满五年 可改两室大厅 税费少 诚售 交通便利,洋桥73号院 , 2室1厅 ,101.41,13.0,14.0, 1个月以前发布,540.0,53250.0,丰台,"116.390015,39.858843"
洋桥73号院 南北通透 两室两卫,洋桥73号院 , 2室2厅 ,152.92,5.0,2.0, 1个月以前发布,860.0,56239.0,丰台,"116.390015,39.858843"
怡然家园6号院 2室1厅 530万,怡然家园6号院 , 2室1厅 ,95.69,65.0,17.0, 1个月以前发布,530.0,55388.0,丰台,"116.39122,39.848862"
东西通透两居室，户型方正，无浪费面积。,珠江峰景 , 2室2厅 ,116.08,5.0,2.0, 1个月以前发布,710.0,61165.0,丰台,"116.272928,39.885267"
远洋自然  南北通透两居室  电梯房 ,远洋自然 , 2室1厅 ,107.36,32.0,3.0, 1个月以前发布,808.0,75261.0,丰台,"116.395716,39.846811"
天创公馆 2室2厅 850万,天创公馆 , 2室2厅 ,118.4,25.0,7.0, 2个月以前发布,850.0,71791.0,丰台,"116.433873,39.865479"
西南三居 满五年 地铁4号线 自住精装,星河城西区 , 3室1厅 ,119.0,42.0,8.0, 2个月以前发布,850.0,71429.0,丰台,"116.373314,39.844248"
四环内采光充足朝南向交通便利三居室,新华街四里 , 3室1厅 ,74.0,13.0,1.0, 1个月以前发布,480.0,64865.0,丰台,"116.296901,39.848873"
祥瑞苑 3室1厅 610万,祥瑞苑 , 3室1厅 ,121.21,10.0,2.0, 2个月以前发布,610.0,50326.0,丰台,"116.399848,39.860897"
丽泽商务区 2008年商品房社区 小户型两居室。,金泰城丽湾 , 2室1厅 ,76.41,27.0,1.0, 2个月以前发布,708.0,92659.0,丰台,"116.347869,39.876814"
金唐国际 3室2厅 940万,金唐国际 , 3室2厅 ,129.93,7.0,3.0, 4个月以前发布,940.0,72347.0,丰台,"116.321515,39.885379"
看丹苑  3居室 满五年 业主诚心出售,看丹苑 , 3室1厅 ,80.54,69.0,6.0, 3个月以前发布,360.0,44699.0,丰台,"116.297207,39.847476"
康泽园 2室1厅 520万,康泽园 , 2室1厅 ,101.96,19.0,5.0, 1个月以前发布,520.0,51001.0,丰台,"116.416415,39.847725"
建欣苑三里 2室1厅 456万,建欣苑三里 , 2室1厅 ,82.37,130.0,6.0, 2个月以前发布,456.0,55360.0,丰台,"116.404498,39.847018"
南二环右安门外 开阳里塔楼朝南向一居室,开阳里三区 , 1室1厅 ,62.34,32.0,13.0, 2个月以前发布,440.0,70581.0,丰台,"116.373433,39.871183"
春园 2室1厅 530万,春园 , 2室1厅 ,100.69,20.0,1.0, 1个月以前发布,530.0,52637.0,丰台,"116.262442,39.897184"
角门西 低楼层 南北通透三居室，,晨欣园 , 3室2厅 ,102.45,31.0,4.0, 1个月以前发布,680.0,66374.0,丰台,"116.381203,39.852992"
华芳园小区精装修东南两居室距离地铁300米配套齐全,华芳园 , 2室1厅 ,85.58,6.0,1.0, 1个月以前发布,535.0,62515.0,丰台,"116.451194,39.854478"
鸿业兴园一区 3室2厅 760万,鸿业兴园一区 , 3室2厅 ,128.97,35.0,3.0, 2个月以前发布,760.0,58929.0,丰台,"116.315031,39.842469"
富卓苑 2室1厅 505万,富卓苑 , 2室1厅 ,76.2,12.0,3.0, 2个月以前发布,505.0,66273.0,丰台,"116.380393,39.843844"
枫竹苑二区 南向两居室 精装修 拎包入住,枫竹苑二区 , 2室1厅 ,88.91,14.0,3.0, 1个月以前发布,625.0,70296.0,丰台,"116.379778,39.840643"
富卓苑 3室1厅 690万,富卓苑 , 3室1厅 ,117.0,28.0,4.0, 1个月以前发布,690.0,58975.0,丰台,"116.380393,39.843844"
丰体时代花园 西向两居室 房本满五年,丰体时代花园 , 2室1厅 ,82.49,73.0,13.0, 1个月以前发布,405.0,49097.0,丰台,"116.275541,39.872886"
距地铁四号线316米 枫竹苑二区 南北通透三居 带电梯！,枫竹苑二区 , 3室2厅 ,128.56,52.0,5.0, 3个月以前发布,899.0,69929.0,丰台,"116.379778,39.840643"
芳星园三区 3室1厅 570万,芳星园三区 , 3室1厅 ,82.32,42.0,17.0, 1个月以前发布,570.0,69242.0,丰台,"116.441833,39.866749"
满五年商品房，免个税，东西通透，双阳台。,丰台南路108号院 , 2室1厅 ,70.1,44.0,2.0, 2个月以前发布,380.0,54209.0,丰台,"116.302075,39.847127"
芳古园一区 2室1厅 430万,芳古园一区 , 2室1厅 ,69.28,41.0,16.0, 4个月以前发布,430.0,62067.0,丰台,"116.431165,39.874515"
鼎立水岸家园 3室1厅 920万,鼎立水岸家园 , 3室1厅 ,125.95,29.0,20.0, 1个月以前发布,920.0,73045.0,丰台,"116.372015,39.86688"
第七街区南北通透三居室，诚心出售 ,第七街区 , 3室2厅 ,154.74,11.0,3.0, 2个月以前发布,1100.0,71087.0,丰台,"116.283232,39.888903"
韩庄子小区 3室1厅 670万,韩庄子小区 , 3室1厅 ,116.1,19.0,2.0, 1个月以前发布,670.0,57709.0,丰台,"116.297776,39.84663"
和义西里三区 2室2厅 390万,和义西里三区 , 2室2厅 ,82.96,182.0,21.0, 4个月以前发布,390.0,47011.0,丰台,"116.402378,39.820979"
南三环 横一条小区 东西南三居室 精装修,横一条 , 3室1厅 ,77.4,28.0,4.0, 2个月以前发布,441.0,56977.0,丰台,"116.436831,39.85957"
